COURSE_SUBJECT,COURSE_NUMBER,SECTION_NUMBER,SECTION_CRN,SECTION_TITLE,SECTION_CREDIT_HOURS,MEET_DAYS,MEET_TIMES,MEET_BUILDING,MEET_ROOM,INSTRUCTOR,INSTRUCTOR2,INSTRUCTOR3,FOOTNOTES,FOOTNOTES1,FOOTNOTES2,FOOTNOTES3,FOOTNOTES4,NOTE1,NOTE2,NOTE3,NOTE4,COURSE_ATTRIBUTES,COURSE_ATTRIBUTES1,COURSE_ATTRIBUTES2,COURSE_ATTRIBUTES3,COURSE_ATTRIBUTES4,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3,DESCRIPTION4,MAX_ENROLL,CURR_ENROLL,REMAINING,MAJOR_CODE
MAT,113,0,24669,Calculus II,1,  T  R  ,0940 - 1055am,CHAM,2084,Ash D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,27,-1,MAT
MAT,113,0,24669,Calculus II,1,  T  R  ,0940 - 1055am,CHAM,2084,Ash D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,27,-1,CHE
MAT,113,0,24669,Calculus II,1,  T  R  ,0140 - 0255pm,CHAM,2234,Davis S,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,18,8,MAT
MAT,113,A,10284,Calculus II,1, M  W  F ,1230 - 0120pm,WALL,106,Molinek D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,24,2,MAT
MAT,113,A,10284,Calculus II,1, M  W  F ,1230 - 0120pm,WALL,106,Molinek D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,24,2,CHE
MAT,113,A,15194,Calculus II,1, M  W  F ,0930 - 1020am,CHAM,2084,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,26,0,MAT
MAT,113,A,15194,Calculus II,1, M  W  F ,0930 - 1020am,CHAM,2084,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,26,0,CHE
MAT,113,B,10285,Calculus II,1, M  W  F ,0130 - 0220pm,WALL,106,Molinek D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,14,12,CHE
MAT,113,B,10285,Calculus II,1, M  W  F ,0130 - 0220pm,WALL,106,Molinek D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,14,12,MAT
MAT,113,B,15195,Calculus II,1, M  W  F ,0130 - 0220pm,SLOAN,100,Molinek D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,21,5,MAT
MAT,113,B,15195,Calculus II,1, M  W  F ,0130 - 0220pm,SLOAN,100,Molinek D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,21,5,CHE
MAT,113,C,10286,Calculus II,1,  T  R  ,0140 - 0255pm,CHAM,3068,Yerger C,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,17,9,CHE
MAT,113,C,10286,Calculus II,1,  T  R  ,0140 - 0255pm,CHAM,3068,Yerger C,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,17,9,MAT
MAT,113,C,15196,Calculus II,1,  T  R  ,1215 - 0130pm,CHAM,2084,Yerger C,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,23,3,CHE
MAT,113,C,15196,Calculus II,1,  T  R  ,1215 - 0130pm,CHAM,2084,Yerger C,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,23,3,MAT
MAT,140,0,20282,Multivar Calculus & Modeling,1, M  W  F ,1130 - 1220pm,CHAM,2198,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,26,0,CHE
MAT,140,0,20282,Multivar Calculus & Modeling,1, M  W  F ,1130 - 1220pm,CHAM,2198,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,26,0,MAT
MAT,140,0,24670,Multivar Calculus & Modeling,1, M  W  F ,1130 - 1220pm,CHAM,2130,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,18,6,CHE
MAT,140,0,24670,Multivar Calculus & Modeling,1, M  W  F ,0930 - 1020am,WALL,106,Heyer L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,16,10,CHE
MAT,140,0,24670,Multivar Calculus & Modeling,1, M  W  F ,1130 - 1220pm,CHAM,2130,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,18,6,MAT
MAT,140,0,24670,Multivar Calculus & Modeling,1, M  W  F ,0930 - 1020am,WALL,106,Heyer L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,16,10,MAT
MAT,150,0,20178,Linear Algebra,1, M  W   ,0230 - 0345pm,LIB,B110,Brandt A,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,27,-3,MAT
MAT,150,0,20178,Linear Algebra,1, M  W  F ,0130 - 0220pm,CHAM,1062,Brandt A,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,27,-3,MAT
MAT,150,0,20178,Linear Algebra,0, M  W  F ,0130 - 0220pm,CHAM,LRC,Brandt A,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,27,-3,MAT
MAT,150,A,10287,Linear Algebra,1, M  W  F ,1030 - 1120am,CHAM,1027,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,MAT
MAT,150,A,10287,Linear Algebra,0, M  W  F ,1030 - 1120am,CHAM,LRC,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,MAT
MAT,150,A,10388,Linear Algebra,1, M  W  F ,0930 - 1020am,LIB,B110,Cameron T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,MAT
MAT,150,A,10388,Linear Algebra,0, M  W  F ,0930 - 1020am,CHAM,B027,Cameron T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,MAT
MAT,150,A,20283,Linear Algebra,1, M  W  F ,1230 - 0120pm,CHAM,2130,Smith H,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,MAT
MAT,150,A,20283,Linear Algebra,0, M  W  F ,1230 - 0120pm,LIB,B110,Smith H,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,MAT
MAT,150,B,10288,Linear Algebra,1, M  W  F ,1130 - 1220pm,CHAM,1027,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,MAT
MAT,150,B,10288,Linear Algebra,0, M  W  F ,1130 - 1220pm,CHAM,LRC,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,MAT
MAT,150,B,14200,Linear Algebra,1,  T  R  ,1215 - 0130pm,LIB,B110,Davis S,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,19,5,MAT
MAT,150,B,20284,Linear Algebra,1, M  W  F ,0130 - 0220pm,CHAM,2130,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,17,7,MAT
MAT,150,B,20284,Linear Algebra,0, M  W  F ,0130 - 0220pm,LIB,B110,Neidinger R,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,17,7,MAT
MAT,160,0,20285,Calculus III,1, M  W  F ,0830 - 0920am,CHAM,3068,Cameron T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,26,0,MAT
MAT,160,0,24671,Calculus III,1, M  W  F ,1130 - 1220pm,CHAM,3187,Molinek D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,26,0,MAT
MAT,160,0,24671,Calculus III,1, M  W  F ,0130 - 0220pm,CHAM,3106,Brandt A,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,21,5,MAT
MAT,160,A,10289,Calculus III,1,  T  R  ,0815 - 0930am,CUNN,109,Davis S,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,10,16,MAT
MAT,160,A,15197,Calculus III,1, M  W  F ,1030 - 1120am,CHAM,3068,Molinek D,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,25,1,MAT
MAT,160,B,10290,Calculus III,1,  T  R  ,0940 - 1055am,CUNN,109,Davis S,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,17,9,MAT
MAT,160,B,15342,Calculus III,1,  T  R  ,0815 - 0930am,CHAM,2234,Davis S,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,26,12,14,MAT
MAT,210,0,16392,Mathematical Modeling,1,  T  R  ,0940 - 1055am,WALL,380,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,IGEN
MAT,210,0,16392,Mathematical Modeling,1,  T  R  ,0940 - 1055am,WALL,380,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,INEU
MAT,210,0,16392,Mathematical Modeling,1,  T  R  ,0940 - 1055am,WALL,380,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,MAT
MAT,210,0,16392,Mathematical Modeling,1,  T  R  ,0940 - 1055am,WALL,380,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,IDAT
MAT,210,0,22963,Mathematical Modeling,1, M  W  F ,0930 - 1020am,LIB,STUDIOD,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,MAT
MAT,210,0,22963,Mathematical Modeling,1, M  W  F ,0930 - 1020am,LIB,STUDIOD,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,INEU
MAT,210,0,22963,Mathematical Modeling,1, M  W  F ,0930 - 1020am,LIB,STUDIOD,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,IGEN
MAT,210,0,22963,Mathematical Modeling,1, M  W  F ,0930 - 1020am,LIB,STUDIOD,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,IDAT
MAT,210,0,22963,Mathematical Modeling,1, M  W  F ,1030 - 1120am,WALL,380,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,MAT
MAT,210,0,22963,Mathematical Modeling,1, M  W  F ,1030 - 1120am,WALL,380,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,INEU
MAT,210,0,22963,Mathematical Modeling,1, M  W  F ,1030 - 1120am,WALL,380,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,IGEN
MAT,210,0,22963,Mathematical Modeling,1, M  W  F ,1030 - 1120am,WALL,380,Chartier T,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,IDAT
MAT,220,0,16017,Discrete Structures,1, M  W  F ,0130 - 0220pm,WALL,320,Cameron T,,,"XLST,PRQ",XLST,PRQ,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",There is a prerequisite for the course; see catalog,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,MAT
MAT,220,0,16017,Discrete Structures,1, M  W  F ,0130 - 0220pm,WALL,320,Cameron T,,,"XLST,PRQ",XLST,PRQ,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",There is a prerequisite for the course; see catalog,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
MAT,220,0,16017,Discrete Structures,1, M  W  F ,0130 - 0220pm,WALL,320,Cameron T,,,"XLST,PRQ",XLST,PRQ,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",There is a prerequisite for the course; see catalog,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
MAT,220,0,16017,Discrete Structures,0, M  W  F ,0130 - 0220pm,WALL,380,Cameron T,,,"XLST,PRQ",XLST,PRQ,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",There is a prerequisite for the course; see catalog,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,MAT
MAT,220,0,16017,Discrete Structures,0, M  W  F ,0130 - 0220pm,WALL,380,Cameron T,,,"XLST,PRQ",XLST,PRQ,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",There is a prerequisite for the course; see catalog,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
MAT,220,0,16017,Discrete Structures,0, M  W  F ,0130 - 0220pm,WALL,380,Cameron T,,,"XLST,PRQ",XLST,PRQ,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",There is a prerequisite for the course; see catalog,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
MAT,220,0,20527,REG FOR CSC 220 CRN 20125,1, M  W  F ,0230 - 0320pm,CUNN,109,Ramanujan R,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
MAT,220,0,20527,REG FOR CSC 220 CRN 20125,1, M  W  F ,0230 - 0320pm,CUNN,109,Ramanujan R,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
MAT,220,0,20527,REG FOR CSC 220 CRN 20125,1, M  W  F ,0230 - 0320pm,CUNN,109,Ramanujan R,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,MAT
MAT,220,0,20527,REG FOR CSC 220 CRN 20125,0, M  W  F ,0230 - 0320pm,LIB,B110,Ramanujan R,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
MAT,220,0,20527,REG FOR CSC 220 CRN 20125,0, M  W  F ,0230 - 0320pm,LIB,B110,Ramanujan R,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
MAT,220,0,20527,REG FOR CSC 220 CRN 20125,0, M  W  F ,0230 - 0320pm,LIB,B110,Ramanujan R,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,MAT
MAT,220,0,25815,Discrete Structures,1, M  W  F ,0930 - 1020am,CHAM,3106,Peck T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,11,-11,CSC
MAT,220,0,25815,Discrete Structures,1, M  W  F ,0930 - 1020am,CHAM,3106,Peck T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,11,-11,IGEN
MAT,220,0,25815,Discrete Structures,1, M  W  F ,0930 - 1020am,CHAM,3106,Peck T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,11,-11,MAT
MAT,220,0,25815,Discrete Structures,0, M  W  F ,0930 - 1020am,WALL,B05,Peck T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,11,-11,IGEN
MAT,220,0,25815,Discrete Structures,0, M  W  F ,0930 - 1020am,WALL,B05,Peck T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,11,-11,CSC
MAT,220,0,25815,Discrete Structures,0, M  W  F ,0930 - 1020am,WALL,B05,Peck T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,11,-11,MAT
MAT,220,A,10544,Discrete Structures,1, M  W  F ,0930 - 1020am,CHAM,1086,Cameron T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,MAT
MAT,220,A,10544,Discrete Structures,1, M  W  F ,0930 - 1020am,CHAM,1086,Cameron T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
MAT,220,A,10544,Discrete Structures,1, M  W  F ,0930 - 1020am,CHAM,1086,Cameron T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
MAT,220,A,10544,Discrete Structures,0, M  W  F ,0930 - 1020am,WALL,380,Cameron T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
MAT,220,A,10544,Discrete Structures,0, M  W  F ,0930 - 1020am,WALL,380,Cameron T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,MAT
MAT,220,A,10544,Discrete Structures,0, M  W  F ,0930 - 1020am,WALL,380,Cameron T,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
MAT,220,B,16393,Discrete Structures,1,  T  R  ,0305 - 0420pm,WALL,243,Mossinghoff M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
MAT,220,B,16393,Discrete Structures,1,  T  R  ,0305 - 0420pm,WALL,243,Mossinghoff M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
MAT,220,B,16393,Discrete Structures,1,  T  R  ,0305 - 0420pm,WALL,243,Mossinghoff M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,MAT
MAT,220,B,16393,Discrete Structures,0,  T  R  ,0305 - 0420pm,WALL,B05,Mossinghoff M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,MAT
MAT,220,B,16393,Discrete Structures,0,  T  R  ,0305 - 0420pm,WALL,B05,Mossinghoff M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
MAT,220,B,16393,Discrete Structures,0,  T  R  ,0305 - 0420pm,WALL,B05,Mossinghoff M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
MAT,230,0,10291,Sets and Proofs,1, M  W  F ,1230 - 0120pm,CHAM,1046,Smith H,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,20,10,10,MAT
MAT,230,0,15199,Sets and Proofs,1, M  W  F ,1230 - 0120pm,CHAM,3106,Brandt A,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,20,18,2,MAT
MAT,230,0,20287,Sets and Proofs,1,  T  R  ,0940 - 1055am,CUNN,109,Davis S,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,20,11,9,MAT
